user_id:token	item_id:token
0	383
0	5
0	763
0	589
0	398
0	317
0	254
0	645
0	9
0	695
1	331
1	492
1	822
1	218
1	134
1	684
1	701
1	204
1	129
1	787
2	366
2	134
2	861
2	129
2	492
2	989
2	339
2	684
2	218
2	822
3	69
3	822
3	861
3	366
3	76
3	211
3	678
3	118
3	495
3	339
4	366
4	492
4	134
4	787
4	218
4	69
4	354
4	861
4	452
4	339
5	822
5	366
5	354
5	211
5	339
5	492
5	218
5	989
5	204
5	495
6	495
6	806
6	332
6	190
6	467
6	339
6	655
6	211
6	809
6	15
7	861
7	204
7	684
7	989
7	415
7	811
7	366
7	492
7	339
7	211
8	787
8	452
8	134
8	354
8	69
8	678
8	684
8	553
8	204
8	339
9	452
9	492
9	339
9	204
9	495
9	822
9	332
9	989
9	366
9	823
10	787
10	61
10	730
10	822
10	366
10	492
10	339
10	134
10	684
10	861
11	861
11	69
11	452
11	787
11	366
11	204
11	339
11	495
11	678
11	822
12	415
12	61
12	492
12	452
12	495
12	204
12	354
12	822
12	861
12	366
13	452
13	787
13	366
13	861
13	331
13	495
13	218
13	354
13	69
13	822
14	366
14	452
14	339
14	495
14	492
14	134
14	204
14	701
14	787
14	989
15	415
15	354
15	684
15	678
15	134
15	787
15	452
15	204
15	822
15	823
16	354
16	861
16	495
16	150
16	452
16	787
16	69
16	684
16	678
16	366
17	811
17	366
17	684
17	492
17	495
17	69
17	678
17	332
17	218
17	204
18	61
18	415
18	861
18	218
18	452
18	134
18	204
18	354
18	339
18	684
19	861
19	452
19	204
19	495
19	822
19	366
19	678
19	332
19	339
19	809
20	452
20	787
20	339
20	495
20	989
20	211
20	971
20	719
20	271
20	928
21	218
21	354
21	787
21	204
21	452
21	495
21	492
21	339
21	366
21	701
22	415
22	134
22	495
22	61
22	822
22	218
22	989
22	366
22	823
22	787
23	787
23	218
23	492
23	134
23	204
23	415
23	701
23	15
23	407
23	823
24	822
24	415
24	492
24	684
24	495
24	701
24	678
24	150
24	823
24	218
25	339
25	678
25	218
25	822
25	354
25	823
25	815
25	684
25	622
25	15
26	678
26	332
26	823
26	204
26	492
26	150
26	787
26	69
26	701
26	989
27	332
27	15
27	407
27	553
27	678
27	686
27	136
27	150
27	392
27	609
28	684
28	218
28	150
28	492
28	861
28	701
28	822
28	553
28	989
28	823
29	218
29	787
29	492
29	873
29	452
29	684
29	61
29	861
29	719
29	150
30	861
30	69
30	989
30	61
30	495
30	204
30	492
30	787
30	452
30	150
31	218
31	684
31	61
31	701
31	492
31	822
31	150
31	787
31	678
31	806
32	134
32	861
32	61
32	822
32	218
32	495
32	989
32	69
32	366
32	204
33	218
33	69
33	61
33	787
33	492
33	989
33	684
33	331
33	366
33	339
34	787
34	218
34	69
34	415
34	746
34	492
34	822
34	366
34	332
34	823
35	331
35	955
35	339
35	211
35	150
35	492
35	495
35	989
35	366
35	684
36	69
36	415
36	354
36	204
36	492
36	684
36	134
36	701
36	452
36	332
37	61
37	822
37	134
37	989
37	701
37	218
37	204
37	684
37	339
37	678
38	822
38	15
38	459
38	150
38	42
38	622
38	467
38	809
38	666
38	349
39	415
39	331
39	218
39	787
39	684
39	452
39	134
39	495
39	678
39	822
40	218
40	678
40	204
40	366
40	655
40	701
40	684
40	989
40	452
40	719
41	861
41	354
41	811
41	204
41	339
41	787
41	452
41	366
41	823
41	678
42	331
42	787
42	861
42	61
42	218
42	339
42	134
42	452
42	366
42	822
43	811
43	861
43	415
43	61
43	955
43	339
43	129
43	989
43	204
43	366
44	61
44	354
44	331
44	69
44	822
44	134
44	787
44	701
44	492
44	339
45	659
45	787
45	134
45	354
45	331
45	204
45	339
45	989
45	452
45	678
46	701
46	861
46	495
46	452
46	150
46	787
46	366
46	678
46	69
46	823
47	811
47	331
47	495
47	787
47	204
47	61
47	150
47	684
47	332
47	366
48	452
48	861
48	69
48	204
48	339
48	332
48	415
48	822
48	701
48	553
49	69
49	339
49	492
49	204
49	218
49	678
49	332
49	823
49	553
49	42
50	134
50	69
50	204
50	678
50	366
50	495
50	822
50	989
50	823
50	211
51	492
51	787
51	204
51	823
51	61
51	69
51	366
51	218
51	332
51	495
52	134
52	678
52	366
52	822
52	553
52	495
52	129
52	955
52	13
52	452
53	684
53	678
53	204
53	701
53	69
53	861
53	218
53	495
53	407
53	989
54	218
54	134
54	354
54	332
54	495
54	211
54	492
54	701
54	989
54	204
55	218
55	366
55	822
55	787
55	492
55	989
55	339
55	204
55	684
55	150
56	955
56	823
56	150
56	495
56	719
56	467
56	701
56	809
56	655
56	658
57	822
57	861
57	218
57	134
57	955
57	204
57	76
57	452
57	622
57	332
58	492
58	61
58	218
58	701
58	684
58	366
58	495
58	204
58	150
58	823
59	873
59	989
59	150
59	809
59	928
59	42
59	686
59	307
59	69
59	136
60	69
60	366
60	861
60	204
60	787
60	822
60	61
60	684
60	495
60	678
61	339
61	354
61	134
61	787
61	452
61	684
61	61
61	366
61	492
61	495
62	354
62	746
62	861
62	134
62	989
62	339
62	204
62	492
62	69
62	757
63	452
63	861
63	701
63	492
63	495
63	823
63	366
63	204
63	13
63	678
64	452
64	861
64	787
64	701
64	150
64	366
64	678
64	806
64	69
64	823
65	204
65	69
65	354
65	61
65	129
65	150
65	989
65	339
65	211
65	452
66	452
66	415
66	69
66	787
66	495
66	822
66	218
66	366
66	492
66	823
67	787
67	69
67	861
67	415
67	339
67	684
67	809
67	822
67	150
67	701
68	61
68	331
68	452
68	492
68	218
68	69
68	332
68	495
68	822
68	989
69	134
69	415
69	684
69	495
69	492
69	822
69	452
69	823
69	150
69	366
70	415
70	331
70	492
70	218
70	822
70	61
70	684
70	452
70	366
70	989
71	861
71	204
71	495
71	822
71	787
71	69
71	354
71	989
71	492
71	823
72	218
72	415
72	861
72	354
72	684
72	452
72	495
72	492
72	366
72	823
73	61
73	331
73	69
73	822
73	492
73	339
73	806
73	955
73	495
73	150
74	787
74	134
74	354
74	861
74	69
74	150
74	822
74	495
74	452
74	701
75	69
75	697
75	452
75	806
75	339
75	684
75	366
75	822
75	332
75	622
76	69
76	204
76	218
76	787
76	955
76	989
76	61
76	701
76	492
76	339
77	218
77	861
77	339
77	354
77	787
77	492
77	452
77	495
77	150
77	684
78	204
78	69
78	452
78	684
78	989
78	861
78	678
78	339
78	822
78	150
79	61
79	452
79	354
79	861
79	787
79	69
79	339
79	684
79	204
79	492
80	61
80	354
80	415
80	150
80	69
80	129
80	492
80	822
80	701
80	678
81	204
81	415
81	69
81	861
81	218
81	492
81	452
81	823
81	989
81	366
82	787
82	861
82	822
82	989
82	495
82	332
82	719
82	701
82	13
82	135
83	701
83	218
83	61
83	495
83	823
83	684
83	204
83	719
83	678
83	809
84	873
84	339
84	69
84	822
84	415
84	354
84	787
84	701
84	492
84	452
85	69
85	495
85	61
85	366
85	134
85	218
85	339
85	684
85	678
85	332
86	354
86	415
86	452
86	218
86	492
86	495
86	861
86	204
86	823
86	701
87	222
87	69
87	61
87	452
87	218
87	787
87	822
87	134
87	150
87	492
88	61
88	861
88	452
88	684
88	822
88	150
88	339
88	492
88	678
88	823
89	861
89	495
89	218
89	42
89	823
89	139
89	684
89	332
89	407
89	921
90	69
90	822
90	823
90	989
90	787
90	218
90	366
90	701
90	955
90	809
91	134
91	222
91	331
91	787
91	366
91	861
91	218
91	989
91	452
91	492
92	222
92	415
92	218
92	452
92	822
92	134
92	204
92	354
92	366
92	150
93	222
93	69
93	61
93	452
93	787
93	678
93	366
93	204
93	492
93	339
94	861
94	452
94	366
94	492
94	69
94	61
94	787
94	204
94	989
94	339
95	331
95	415
95	69
95	861
95	339
95	822
95	684
95	492
95	787
95	495
96	452
96	861
96	495
96	366
96	134
96	989
96	823
96	622
96	806
96	211
97	415
97	787
97	61
97	495
97	339
97	989
97	822
97	459
97	806
97	823
98	69
98	218
98	222
98	787
98	339
98	366
98	331
98	701
98	211
98	150
99	218
99	331
99	354
99	822
99	452
99	701
99	339
99	806
99	15
99	684
100	678
100	822
100	823
100	701
100	69
100	332
100	806
100	459
100	655
100	211
101	873
101	861
101	218
101	211
101	492
101	684
101	69
101	13
101	339
101	686
102	218
102	787
102	354
102	822
102	452
102	492
102	61
102	366
102	684
102	204
103	204
103	492
103	861
103	354
103	701
103	822
103	339
103	495
103	366
103	989
104	331
104	495
104	822
104	452
104	861
104	492
104	218
104	204
104	989
104	366
105	218
105	150
105	787
105	495
105	492
105	989
105	366
105	339
105	822
105	332
106	822
106	452
106	69
106	955
106	332
106	366
106	806
106	339
106	823
106	150
107	822
107	787
107	339
107	701
107	134
107	495
107	459
107	129
107	332
107	719
108	331
108	204
108	822
108	415
108	492
108	787
108	495
108	61
108	452
108	366
109	861
109	415
109	69
109	989
109	204
109	452
109	211
109	492
109	701
109	822
110	787
110	218
110	134
110	69
110	822
110	339
110	204
110	989
110	823
110	684
111	69
111	218
111	787
111	452
111	204
111	684
111	492
111	823
111	989
111	495
112	452
112	354
112	366
112	822
112	134
112	989
112	204
112	339
112	495
112	218
113	787
113	989
113	684
113	134
113	366
113	150
113	339
113	204
113	69
113	678
114	331
114	354
114	415
114	61
114	204
114	452
114	684
114	339
114	495
114	955
115	684
115	492
115	678
115	150
115	366
115	218
115	495
115	989
115	701
115	955
116	69
116	822
116	332
116	684
116	492
116	989
116	697
116	42
116	211
116	823
117	69
117	331
117	861
117	204
117	495
117	492
117	218
117	366
117	339
117	61
118	861
118	678
118	218
118	339
118	129
118	492
118	204
118	697
118	701
118	803
119	61
119	69
119	452
119	787
119	861
119	204
119	492
119	822
119	366
119	339
120	61
120	134
120	787
120	811
120	69
120	861
120	452
120	684
120	822
120	366
121	69
121	61
121	861
121	492
121	989
121	684
121	678
121	955
121	204
121	495
122	415
122	354
122	861
122	134
122	495
122	746
122	150
122	822
122	787
122	459
123	218
123	492
123	69
123	452
123	354
123	415
123	331
123	134
123	366
123	204
124	873
124	787
124	61
124	452
124	684
124	150
124	701
124	129
124	339
124	955
125	861
125	452
125	61
125	492
125	822
125	787
125	134
125	989
125	366
125	684
126	222
126	452
126	366
126	787
126	204
126	69
126	339
126	332
126	495
126	492
127	222
127	415
127	366
127	69
127	787
127	822
127	134
127	452
127	989
127	211
128	861
128	787
128	61
128	204
128	331
128	452
128	366
128	989
128	822
128	701
129	730
129	787
129	495
129	204
129	366
129	135
129	806
129	626
129	492
129	129
130	61
130	134
130	787
130	354
130	366
130	452
130	218
130	339
130	678
130	492
131	61
131	861
131	787
131	366
131	204
131	452
131	218
131	495
131	332
131	684
132	811
132	134
132	218
132	61
132	492
132	69
132	822
132	787
132	339
132	495
133	354
133	134
133	204
133	822
133	61
133	452
133	366
133	150
133	129
133	495
134	861
134	354
134	134
134	218
134	331
134	452
134	787
134	204
134	989
134	492
135	61
135	811
135	69
135	822
135	492
135	719
135	678
135	684
135	989
135	823
136	69
136	218
136	366
136	861
136	678
136	495
136	492
136	701
136	332
136	989
137	354
137	492
137	415
137	134
137	495
137	787
137	204
137	332
137	150
137	822
138	787
138	366
138	492
138	452
138	684
138	822
138	955
138	339
138	69
138	823
139	354
139	811
139	331
139	134
139	684
139	492
139	150
139	452
139	787
139	69
140	452
140	354
140	861
140	218
140	492
140	684
140	13
140	150
140	787
140	989
141	861
141	366
141	452
141	69
141	415
141	339
141	492
141	787
141	684
141	495
142	218
142	492
142	495
142	806
142	823
142	678
142	822
142	150
142	136
142	339
143	218
143	492
143	366
143	452
143	204
143	495
143	678
143	701
143	989
143	61
144	331
144	354
144	339
144	989
144	701
144	873
144	492
144	69
144	861
144	15
145	218
145	339
145	822
145	806
145	366
145	69
145	989
145	150
145	42
145	13
146	134
146	684
146	822
146	495
146	366
146	553
146	823
146	989
146	13
146	332
147	873
147	495
147	354
147	492
147	861
147	331
147	339
147	822
147	684
147	823
148	822
148	701
148	150
148	495
148	684
148	332
148	339
148	678
148	13
148	928
149	452
149	495
149	339
149	823
149	332
149	211
149	42
149	553
149	129
149	642
150	134
150	861
150	415
150	366
150	452
150	684
150	204
150	61
150	495
150	69
151	134
151	366
151	701
151	61
151	129
151	452
151	307
151	339
151	69
151	806
152	134
152	366
152	822
152	495
152	684
152	719
152	332
152	553
152	823
152	150
153	218
153	452
153	354
153	339
153	678
153	989
153	366
153	134
153	204
153	492
154	61
154	787
154	331
154	861
154	452
154	69
154	204
154	492
154	701
154	339
155	69
155	129
155	989
155	150
155	678
155	331
155	61
155	719
155	42
155	194
156	134
156	415
156	746
156	787
156	339
156	218
156	822
156	678
156	492
156	684
157	69
157	861
157	452
157	134
157	822
157	339
157	354
157	492
157	989
157	678
158	415
158	331
158	452
158	822
158	69
158	134
158	989
158	495
158	684
158	366
159	415
159	134
159	69
159	354
159	492
159	861
159	452
159	204
159	822
159	955
160	701
160	366
160	684
160	150
160	989
160	339
160	955
160	129
160	553
160	806
161	339
161	861
161	354
161	415
161	452
161	150
161	204
161	822
161	366
161	495
162	452
162	331
162	989
162	204
162	787
162	339
162	211
162	150
162	955
162	492
163	61
163	204
163	823
163	331
163	69
163	989
163	822
163	495
163	339
163	684
164	495
164	492
164	989
164	822
164	339
164	701
164	955
164	218
164	332
164	684
165	366
165	452
165	861
165	339
165	204
165	684
165	823
165	135
165	701
165	678
166	492
166	787
166	354
166	366
166	339
166	989
166	701
166	204
166	332
166	678
167	492
167	150
167	495
167	684
167	366
167	415
167	822
167	697
