user_id	item_id	rank	score
0	181	1	-0.7235222
0	366	2	-0.8325653
0	446	3	-0.8469841
0	161	4	-0.902479
0	5	5	-1.2038751
0	878	6	-1.2901685
0	414	7	-1.2923839
0	964	8	-1.3018743
0	80	9	-1.304626
0	582	10	-1.5125283
1	420	1	-1.3136164
1	340	2	-1.8942116
1	697	3	-1.9171598
1	111	4	-2.4656653
1	84	5	-2.5882611
1	359	6	-2.6474848
1	138	7	-2.7890353
1	305	8	-2.7931805
1	970	9	-2.8366637
1	615	10	-2.9186625
2	847	1	0.059651434
2	784	2	-1.3623784
2	3	3	-1.7838999
2	531	4	-2.1474078
2	496	5	-2.1811523
2	84	6	-2.245205
2	340	7	-2.3738465
2	138	8	-3.009584
2	513	9	-3.243911
2	627	10	-3.5568552
3	847	1	0.13182706
3	895	2	0.061164737
3	343	3	-1.087544
3	745	4	-1.432394
3	787	5	-1.6652896
3	873	6	-1.8456448
3	667	7	-2.0463197
3	940	8	-2.0582557
3	3	9	-2.1113822
3	531	10	-2.2756722
4	847	1	-0.3743748
4	343	2	-0.5730748
4	777	3	-1.6893125
4	697	4	-2.0620506
4	340	5	-2.2806
4	940	6	-2.315515
4	784	7	-2.5716524
4	3	8	-3.0020761
4	496	9	-3.1089642
4	425	10	-3.532534
5	428	1	0.06499174
5	531	2	-0.7255764
5	895	3	-0.86475843
5	667	4	-1.841332
5	777	5	-2.1904383
5	551	6	-2.2938733
5	3	7	-2.2954745
5	111	8	-2.4674804
5	821	9	-2.6248465
5	304	10	-2.7207031
6	340	1	-0.91173846
6	496	2	-1.0277857
6	199	3	-1.1779907
6	428	4	-1.2084122
6	784	5	-1.5310614
6	655	6	-1.5326158
6	425	7	-1.7905059
6	478	8	-1.9727025
6	106	9	-2.2043698
6	615	10	-2.4115665
7	697	1	-0.7075054
7	513	2	-1.6023421
7	111	3	-2.326676
7	496	4	-2.4212475
7	906	5	-2.4736843
7	784	6	-2.6846309
7	663	7	-2.7189217
7	3	8	-2.844338
7	551	9	-2.9561205
7	84	10	-2.9878497
8	777	1	-1.356677
8	428	2	-1.480026
8	761	3	-1.5022712
8	670	4	-1.6293197
8	784	5	-1.8429227
8	745	6	-1.8717728
8	663	7	-1.928996
8	168	8	-2.0405157
8	531	9	-2.0991483
8	551	10	-2.1018841
9	343	1	-0.037234098
9	777	2	-0.13664344
9	784	3	-1.357641
9	496	4	-2.068606
9	551	5	-2.2063155
9	615	6	-2.2591887
9	340	7	-2.3037167
9	305	8	-2.3917086
9	72	9	-2.4560237
9	3	10	-2.547636
10	847	1	0.35703695
10	428	2	-0.2855818
10	343	3	-0.45073748
10	777	4	-1.534405
10	3	5	-2.1646008
10	84	6	-2.307929
10	940	7	-2.6009817
10	411	8	-2.6893492
10	121	9	-2.7817478
10	513	10	-2.8607078
11	784	1	-0.8481851
11	428	2	-1.612529
11	615	3	-1.7860448
11	111	4	-2.0611382
11	513	5	-2.0709848
11	906	6	-2.4084973
11	551	7	-2.5901856
11	627	8	-3.0614433
11	873	9	-3.1575716
11	663	10	-3.329933
12	531	1	-0.32358515
12	343	2	-1.3364223
12	138	3	-1.4711174
12	847	4	-1.6042805
12	784	5	-2.1131766
12	940	6	-2.3205986
12	662	7	-2.50943
12	615	8	-2.6721394
12	3	9	-2.9132166
12	513	10	-3.1779342
13	531	1	-2.1872756
13	847	2	-2.490237
13	697	3	-2.5191526
13	138	4	-2.6618664
13	784	5	-2.9107866
13	777	6	-3.1352944
13	340	7	-3.217175
13	285	8	-3.3177896
13	496	9	-3.3622894
13	763	10	-3.4590993
14	428	1	-0.6034367
14	847	2	-0.92072636
14	840	3	-1.6947813
14	340	4	-1.7954776
14	784	5	-1.9070088
14	84	6	-2.1636302
14	3	7	-2.566319
