user_id	item_id	rank	score
0	9	1	5.1783857
0	461	2	0.87427306
0	565	3	0.80886304
0	512	4	0.78950477
0	380	5	0.7730912
0	423	6	0.6927733
0	860	7	0.6927031
0	34	8	0.65786916
0	889	9	0.6207434
0	143	10	0.59617853
1	942	1	4.1697197
1	936	2	2.4862535
1	444	3	2.0588274
1	826	4	1.9518255
1	463	5	1.5513728
1	808	6	1.4943712
1	288	7	1.3428128
1	521	8	1.247146
1	613	9	1.0733414
1	778	10	0.9425531
2	942	1	3.8476892
2	826	2	2.5248916
2	936	3	2.5101135
2	463	4	2.1035252
2	191	5	1.9929478
2	444	6	1.770765
2	212	7	1.7041413
2	306	8	1.5702758
2	563	9	1.3566045
2	288	10	1.2899367
3	942	1	4.228283
3	936	2	2.831923
3	306	3	2.7951877
3	272	4	1.8590008
3	826	5	1.8323762
3	564	6	1.784359
3	651	7	1.740176
3	444	8	1.5685489
3	212	9	1.5532088
3	230	10	1.2838507
4	705	1	3.733536
4	942	2	3.6751194
4	399	3	3.295764
4	853	4	3.2229197
4	820	5	2.8657422
4	709	6	2.841198
4	563	7	2.761424
4	936	8	2.575512
4	272	9	2.4585233
4	191	10	2.316207
5	802	1	3.396986
5	705	2	3.3405676
5	778	3	3.2716336
5	521	4	3.2211275
5	942	5	3.0706651
5	306	6	3.0608573
5	853	7	2.8909163
5	182	8	2.8208437
5	399	9	2.8123748
5	936	10	2.6109772
6	958	1	5.8664975
6	839	2	4.1119046
6	797	3	3.8371844
6	911	4	3.607121
6	188	5	3.1978579
6	968	6	3.0357175
6	466	7	3.005795
6	306	8	2.9057918
6	54	9	2.5201895
6	932	10	2.3883312
7	853	1	3.7958312
7	68	2	3.3917396
7	958	3	3.3798976
7	449	4	3.2567544
7	491	5	3.0762808
7	872	6	3.0426946
7	191	7	3.0163994
7	845	8	2.9916239
7	802	9	2.8748906
7	867	10	2.7012205
8	867	1	3.0243988
8	491	2	3.015437
8	419	3	2.8792481
8	942	4	2.671454
8	988	5	2.3242807
8	820	6	2.116962
8	68	7	2.0713477
8	910	8	2.0366235
8	936	9	1.9582074
8	507	10	1.9388282
9	802	1	2.83525
9	132	2	2.814695
9	376	3	2.7517204
9	872	4	2.7512293
9	449	5	2.6337233
9	867	6	2.5362215
9	209	7	2.3721786
9	927	8	2.365207
9	942	9	2.3628712
9	491	10	2.2313104
10	482	1	4.192955
10	252	2	3.8386364
10	449	3	3.6916447
10	911	4	3.497096
10	678	5	3.482585
10	958	6	3.4561234
10	833	7	3.4469519
10	97	8	3.4309394
10	872	9	3.3382738
10	376	10	3.3187296
11	967	1	3.199737
11	275	2	3.006099
11	491	3	2.9889264
11	463	4	2.9696898
11	867	5	2.9679017
11	845	6	2.9650164
11	932	7	2.8891034
11	709	8	2.8399386
11	872	9	2.832258
11	132	10	2.748415
12	491	1	3.0290227
12	968	2	2.548294
12	463	3	2.1695862
12	791	4	2.1013608
12	942	5	1.8648102
12	967	6	1.8231838
12	153	7	1.6895534
12	316	8	1.6014781
12	988	9	1.5606656
12	325	10	1.4722415
13	153	1	3.4657648
13	802	2	3.3902338
13	376	3	3.2830462
13	709	4	3.0602803
13	872	5	3.0483165
13	463	6	3.0392833
13	491	7	3.03096
13	705	8	3.026176
13	108	9	2.8867273
13	845	10	2.7357259
14	491	1	3.0333586
14	463	2	2.5165718
14	364	3	2.336082
14	465	4	1.9856927
14	921	5	1.9800134
14	565	6	1.939312
14	288	7	1.9061638
14	820	8	1.8859755
14	316	9	1.6885924
14	440	10	1.6626066
15	376	1	3.453291
15	872	2	3.2455392
15	491	3	3.0996504
15	709	4	3.0239444
15	440	5	2.9348423
15	191	6	2.8027325
15	419	7	2.7823086
15	705	8	2.7605858
15	463	9	2.6672406
15	584	10	2.6020267
16	791	1	3.8504486
16	705	2	2.9711804
16	709	3	2.9143512
16	853	4	2.787143
16	491	5	2.6697268
16	273	6	2.6006234
16	834	7	2.4653006
16	958	8	2.4262738
16	845	9	2.3647778
16	463	10	2.359236
17	30	1	3.9126596
17	866	2	3.5914602
17	867	3	3.4563527
17	853	4	3.209743
17	705	5	3.1844816
17	115	6	3.129478
17	463	7	3.0719273
17	275	8	3.011636
17	281	9	2.9943037
17	311	10	2.8775969
18	705	1	3.2353997
18	419	2	3.1155896
18	449	3	2.9610925
18	278	4	2.8136625
18	605	5	2.7811065
18	867	6	2.657042
18	845	7	2.588254
18	955	8	2.5279324
18	958	9	2.4993033
18	773	10	2.4984827
19	932	1	3.4246154
19	986	2	3.2739549
19	482	3	3.2554636
19	845	4	3.181242
19	191	5	3.0429268
19	853	6	2.8775432
19	872	7	2.847025
19	259	8	2.7958894
19	419	9	2.701918
19	209	10	2.6462455
20	958	1	3.6638722
20	143	2	3.5868301
20	981	3	3.215929
20	808	4	3.0939698
20	461	5	2.9564614
20	709	6	2.6815748
20	867	7	2.6300325
20	845	8	2.6024182
20	988	9	2.5599582
20	492	10	2.3317077
21	709	1	2.8480108
21	491	2	2.648634
21	988	3	2.5588589
21	444	4	2.3851027
21	651	5	2.3033864
21	25	6	2.2792978
21	288	7	2.2392893
21	463	8	2.1499858
21	144	9	2.0971978
21	268	10	1.8904052
22	705	1	3.7722988
22	853	2	3.739969
22	867	3	3.6788642
22	599	4	3.6566722
22	845	5	2.911478
22	191	6	2.8042724
22	958	7	2.7158084
22	399	8	2.6489391
22	491	9	2.5625796
22	651	10	2.5121021
23	853	1	3.0031972
23	826	2	2.9821563
23	845	3	2.872691
23	399	4	2.6386406
23	709	5	2.435976
23	491	6	2.3971288
23	113	7	2.385215
23	958	8	2.3380535
23	484	9	2.2561176
23	306	10	2.1941423
24	461	1	2.690118
24	709	2	2.2696729
24	491	3	2.1699715
24	936	4	2.0152564
24	860	5	1.9869192
24	399	6	1.8308113
24	476	7	1.682601
24	981	8	1.6305513
24	942	9	1.6138887
24	306	10	1.4151192
25	791	1	4.02864
25	123	2	3.2195892
25	845	3	2.7652578
25	958	4	2.7454808
25	853	5	2.5919719
25	709	6	2.3468137
25	399	7	2.342156
25	857	8	2.1637821
25	693	9	2.0015912
25	921	10	1.9955549
26	113	1	4.0077524
26	311	2	3.4248958
26	366	3	3.3240209
26	853	4	3.0644693
26	705	5	2.924273
26	419	6	2.7820787
26	958	7	2.776641
26	102	8	2.7694209
26	845	9	2.6940985
26	29	10	2.589665
27	311	1	3.128997
27	853	2	2.6361737
27	491	3	2.5310392
27	709	4	2.404699
27	659	5	2.3379636
27	820	6	2.2949016
27	461	7	2.170404
27	958	8	2.1034372
27	275	9	2.0708344
27	115	10	2.0272746
28	27	1	4.1787777
28	376	2	3.3316967
28	827	3	3.1782403
28	872	4	3.0246265
28	853	5	3.0200262
28	580	6	2.916553
28	932	7	2.5764673
28	449	8	2.495563
28	461	9	2.4852748
28	278	10	2.4633644
29	789	1	3.1491494
29	634	2	2.6236587
29	724	3	2.4758296
29	958	4	2.417363
29	717	5	2.3431873
29	491	6	2.2883313
29	288	7	2.0722604
29	569	8	1.9389704
29	316	9	1.6162615
29	444	10	1.5100985
30	491	1	2.2886224
30	260	2	1.9812195
30	259	3	1.7136041
30	565	4	1.6872379
30	469	5	1.6332138
30	652	6	1.6268463
30	766	7	1.5891242
30	505	8	1.5494335
30	154	9	1.4622111
30	826	10	1.2896115
31	297	1	3.0191267
31	845	2	2.857203
31	191	3	2.2632823
31	693	4	2.2543163
31	735	5	2.123166
31	491	6	1.9578271
31	752	7	1.8820117
31	264	8	1.7761271
31	907	9	1.7378173
31	569	10	1.6752386
32	376	1	3.9155118
32	160	2	3.8879404
32	872	3	3.1243336
32	705	4	3.1182234
32	467	5	2.886078
32	867	6	2.867478
32	709	7	2.7302098
32	932	8	2.704753
32	444	9	2.5515285
32	401	10	2.4297948
33	259	1	3.5211997
33	449	2	3.2797177
33	376	3	3.0502324
33	331	4	2.952631
33	252	5	2.840574
33	182	6	2.7804308
33	986	7	2.7766016
33	460	8	2.7484503
33	709	9	2.7089891
33	691	10	2.6930661
34	505	1	3.644275
34	220	2	3.642096
34	252	3	3.4926167
34	449	4	3.4318035
34	968	5	3.4247785
34	482	6	3.3887634
34	797	7	3.3280945
34	247	8	3.2552564
34	4	9	3.2210927
34	182	10	2.8808002
35	853	1	3.2111516
35	845	2	2.801525
35	705	3	2.7996213
35	752	4	2.645503
35	191	5	2.3481667
35	160	6	2.1165686
35	820	7	2.112084
35	288	8	2.0480862
35	272	9	2.0262537
35	936	10	1.9667104
36	491	1	2.5076556
36	370	2	2.4949646
36	272	3	2.3085458
36	820	4	1.9790765
36	845	5	1.9728527
36	463	6	1.9559653
