user_id:token	item_id:token
0	9
0	457
0	937
0	564
0	778
0	445
0	751
0	7
0	598
0	499
1	130
1	16
1	26
1	818
1	827
1	462
1	629
1	751
1	12
1	42
2	629
2	210
2	71
2	827
2	26
2	130
2	905
2	16
2	12
2	828
3	42
3	827
3	351
3	915
3	130
3	983
3	364
3	26
3	16
3	683
4	210
4	781
4	661
4	52
4	71
4	130
4	493
4	16
4	26
4	602
5	462
5	602
5	210
5	493
5	130
5	12
5	828
5	16
5	675
5	833
6	459
6	16
6	130
6	827
6	30
6	609
6	26
6	548
6	292
6	32
7	838
7	364
7	210
7	103
7	504
7	35
7	654
7	223
7	665
7	661
8	259
8	364
8	468
8	210
8	715
8	504
8	654
8	661
8	236
8	838
9	838
9	483
9	468
9	661
9	236
9	210
9	504
9	22
9	951
9	338
10	481
10	150
10	230
10	210
10	951
10	504
10	661
10	654
10	468
10	838
11	230
11	715
11	504
11	31
11	908
11	764
11	838
11	144
11	534
11	866
12	634
12	230
12	908
12	236
12	951
12	150
12	668
12	468
12	504
12	35
13	778
13	824
13	405
13	71
13	908
13	788
13	764
13	838
13	224
13	564
14	152
14	236
14	405
14	908
14	668
14	224
14	489
14	68
14	71
14	715
15	230
15	405
15	800
15	715
15	764
15	778
15	661
15	468
15	838
15	824
16	764
16	668
16	678
16	738
16	661
16	468
16	800
16	838
16	216
16	405
17	862
17	904
17	668
17	230
17	764
17	152
17	757
17	435
17	462
17	517
18	294
18	661
18	983
18	908
18	223
18	14
18	504
18	468
18	52
18	678
19	142
19	838
19	504
19	811
19	14
19	223
19	468
19	493
19	194
19	800
20	838
20	661
20	194
20	733
20	504
20	223
20	498
20	468
20	801
20	52
21	812
21	589
21	409
21	661
21	483
21	983
21	609
21	103
21	715
21	665
22	504
22	589
22	715
22	152
22	468
22	223
22	915
22	52
22	35
22	239
23	827
23	715
23	887
23	921
23	838
23	908
23	468
23	223
23	103
23	31
24	195
24	668
24	838
24	347
24	925
24	589
24	152
24	678
24	239
24	108
25	541
25	31
25	691
25	773
25	351
25	796
25	759
25	443
25	626
25	866
26	631
26	34
26	521
26	278
26	144
26	764
26	507
26	927
26	230
26	714
27	521
27	507
27	230
27	440
27	409
27	927
27	983
27	915
27	325
27	294
28	708
28	521
28	790
28	473
28	197
28	983
28	714
28	273
28	589
28	409
29	473
29	715
29	654
29	152
29	29
29	665
29	177
29	539
29	210
29	500
30	142
30	239
30	715
30	654
30	925
30	665
30	194
30	781
30	223
30	459
31	492
31	866
31	832
31	347
31	250
31	534
31	773
31	668
31	661
31	230
32	927
32	661
32	668
32	278
32	773
32	195
32	534
32	827
32	223
32	273
33	521
33	142
33	268
33	589
33	251
33	230
33	814
33	507
33	832
33	838
34	507
34	634
34	251
34	459
34	757
34	927
34	668
34	223
34	230
34	236
35	507
35	832
35	668
35	440
35	142
35	834
35	268
35	195
35	661
35	273
36	251
36	26
36	194
36	500
36	146
36	951
36	827
36	239
36	539
36	602
37	631
37	102
37	781
37	507
37	119
37	806
37	195
37	661
37	951
37	210
38	440
38	781
38	602
38	210
38	325
38	863
38	714
38	129
38	500
38	493
39	801
39	507
39	832
39	325
39	504
39	440
39	31
39	171
39	484
39	838
40	577
40	838
40	715
40	26
40	381
40	35
40	678
40	561
40	152
40	223
41	773
41	678
41	861
41	925
41	239
41	665
41	194
41	602
41	135
41	223
42	497
42	396
42	646
42	224
42	951
42	236
42	239
42	862
42	675
42	560
43	862
43	230
43	364
43	445
43	634
43	800
43	504
43	236
43	224
43	721
44	447
44	230
44	236
44	351
44	278
44	152
44	294
44	764
44	89
44	661
45	518
45	166
45	294
45	239
45	30
45	268
45	654
45	142
45	338
45	589
46	838
46	459
46	683
46	981
46	194
46	598
46	675
46	828
46	26
46	861
47	937
47	631
47	443
47	507
47	951
47	750
47	806
47	865
47	927
47	832
48	661
48	236
48	42
48	504
48	951
48	364
48	937
48	781
48	224
48	71
49	230
49	841
49	336
49	440
49	838
49	842
49	832
49	927
49	887
49	294
50	314
50	440
50	210
50	678
50	307
50	103
50	863
50	721
50	747
50	800
51	521
51	230
51	834
51	832
51	801
51	584
51	507
51	908
51	668
51	653
52	122
52	236
52	806
52	468
52	297
52	678
52	132
52	381
52	91
52	927
53	584
53	750
53	273
53	500
53	654
53	325
53	152
53	223
53	493
53	194
54	668
54	634
54	951
54	230
54	236
54	824
54	764
54	504
54	908
54	721
55	678
55	584
55	981
55	564
55	468
55	721
55	325
55	273
55	398
55	827
56	634
56	507
56	548
56	166
56	629
56	152
56	905
56	294
56	517
56	499
57	236
57	661
57	325
57	210
57	314
57	355
57	827
57	68
57	908
57	721
58	171
58	152
58	236
58	432
58	279
58	230
58	751
58	678
58	504
58	109
59	764
59	851
59	144
59	879
59	927
59	507
59	736
59	147
59	678
59	277
60	195
60	42
60	294
60	277
60	475
60	915
60	668
60	230
60	459
60	876
61	230
61	435
61	152
61	517
61	144
61	764
61	661
61	908
61	239
61	278
62	498
62	879
62	781
62	223
62	723
62	130
62	500
62	210
62	602
62	827
63	834
63	502
63	812
63	468
63	971
63	35
63	194
63	733
63	68
63	364
64	336
64	598
64	429
64	584
64	279
64	273
64	721
64	152
64	432
64	602
65	441
65	294
65	507
65	230
65	598
65	26
65	223
65	715
65	751
65	410
66	668
66	468
66	152
66	908
66	661
66	504
66	800
66	764
66	539
66	534
67	904
67	517
67	31
67	278
67	971
67	661
67	405
67	144
67	715
67	462
68	273
68	800
68	325
68	210
68	152
68	26
68	500
68	103
68	239
68	194
69	142
69	901
69	195
69	140
69	507
69	792
69	668
69	504
69	661
69	256
70	273
70	253
70	223
70	678
70	468
70	796
70	691
70	338
70	827
70	152
71	259
71	497
71	654
71	530
71	823
71	838
71	714
71	152
71	440
71	951
72	883
72	908
72	827
72	951
72	665
72	140
72	216
72	103
72	26
72	280
73	539
73	504
73	440
73	498
73	678
73	661
73	294
73	665
73	203
73	654
74	838
74	441
74	273
74	294
74	908
74	440
74	751
74	748
74	715
74	338
75	325
75	937
75	678
75	800
75	844
75	654
75	659
75	661
75	239
75	665
76	834
76	589
76	812
76	122
76	409
76	733
76	483
76	135
76	971
76	983
77	838
77	504
77	832
77	661
77	325
77	338
77	678
77	500
77	937
77	440
78	440
78	273
78	152
78	712
78	354
78	294
78	338
78	781
78	26
78	848
79	668
79	521
79	832
79	195
79	440
79	504
79	210
79	604
79	708
79	29
80	398
80	569
80	584
80	325
80	592
80	152
80	678
80	493
80	827
80	951
81	197
81	259
81	838
81	91
81	790
81	665
81	725
81	678
81	584
81	89
82	504
82	152
82	541
82	351
82	764
