user_id	item_id	rank	score
0	11	1	4.8159056
0	872	2	1.298238
0	419	3	1.2947423
0	399	4	1.220657
0	802	5	1.2023852
0	932	6	1.2020501
0	988	7	1.1187145
0	705	8	1.0095398
0	191	9	0.96028674
0	449	10	0.90696985
1	743	1	1.4578184
1	247	2	1.4484262
1	482	3	1.3537753
1	188	4	1.3163958
1	419	5	1.0913482
1	376	6	1.0370232
1	252	7	1.0071292
1	469	8	0.9186871
1	867	9	0.9148979
1	207	10	0.8258573
2	703	1	3.5834677
2	491	2	2.616591
2	54	3	2.4577599
2	419	4	2.4271178
2	77	5	2.2729836
2	482	6	1.9446237
2	100	7	1.7705061
2	469	8	1.5394028
2	247	9	1.4959743
2	209	10	1.446821
3	227	1	3.0267873
3	373	2	2.8725939
3	491	3	2.5695503
3	908	4	2.5438566
3	466	5	2.3672395
3	294	6	2.1523767
3	103	7	2.0275517
3	77	8	1.9247553
3	778	9	1.8622254
3	481	10	1.7533438
4	524	1	4.180023
4	797	2	3.5880225
4	373	3	3.3444219
4	911	4	3.1943402
4	845	5	2.900412
4	703	6	2.790847
4	77	7	2.726522
4	54	8	2.6202583
4	872	9	2.5906427
4	739	10	2.512087
5	839	1	4.2860155
5	950	2	3.9505792
5	439	3	3.9165826
5	640	4	3.7125664
5	524	5	3.6257088
5	227	6	3.4635952
5	908	7	3.1432934
5	797	8	3.134922
5	373	9	3.0352247
5	207	10	3.0215685
6	405	1	4.313599
6	469	2	4.0484495
6	706	3	3.6960056
6	462	4	3.5505161
6	572	5	3.5213382
6	218	6	3.4935367
6	800	7	3.2199678
6	560	8	2.7358792
6	227	9	2.665772
6	524	10	2.6378303
7	227	1	4.3608465
7	524	2	3.5628679
7	927	3	3.362086
7	373	4	3.3243535
7	276	5	3.2657616
7	71	6	2.9290516
7	629	7	2.919675
7	797	8	2.5719216
7	152	9	2.4576817
7	188	10	2.3897614
8	524	1	3.6913998
8	227	2	3.6721616
8	373	3	3.3428414
8	932	4	2.8558023
8	950	5	2.6173763
8	651	6	2.3143816
8	911	7	2.1216516
8	97	8	2.0425112
8	188	9	2.0017543
8	10	10	1.807344
9	227	1	3.613619
9	524	2	2.9605627
9	276	3	2.7781634
9	972	4	2.6712687
9	288	5	2.6283321
9	373	6	2.581942
9	188	7	2.3704329
9	631	8	2.3437848
9	541	9	2.334686
9	910	10	2.185402
10	10	1	5.133588
10	572	2	4.3542023
10	524	3	3.645264
10	276	4	3.6054215
10	227	5	3.595698
10	373	6	3.5165052
10	705	7	3.2994895
10	968	8	2.9372683
10	631	9	2.8903093
10	474	10	2.8298864
11	10	1	3.7405097
11	227	2	3.6031983
11	524	3	3.3163266
11	276	4	3.0547447
11	373	5	3.0475042
11	126	6	2.9913735
11	153	7	2.8870802
11	972	8	2.712647
11	839	9	2.5924547
11	444	10	2.5771954
12	97	1	2.6762307
12	743	2	2.325659
12	651	3	2.2554116
12	288	4	2.238679
12	247	5	2.1990361
12	705	6	1.9624459
12	565	7	1.9407833
12	482	8	1.7909896
12	252	9	1.6150608
12	860	10	1.6030904
13	227	1	4.2498255
13	276	2	3.6161375
13	273	3	3.491576
13	839	4	3.165148
13	797	5	3.121202
13	972	6	3.0472825
13	15	7	2.7195594
13	77	8	2.7056346
13	743	9	2.5544548
13	440	10	2.5329628
14	102	1	2.4824567
14	376	2	2.2506933
14	911	3	1.9702078
14	188	4	1.9358206
14	743	5	1.8555539
14	209	6	1.7683153
14	252	7	1.7068644
14	482	8	1.6794114
14	932	9	1.6564531
14	247	10	1.6541674
15	275	1	3.282454
15	276	2	2.9096313
15	281	3	2.8694565
15	797	4	2.7789226
15	911	5	2.394647
15	10	6	2.2807934
15	950	7	2.274968
15	30	8	2.2219486
15	465	9	2.219756
15	97	10	2.0728223
16	502	1	3.1564956
16	797	2	3.140287
16	276	3	2.9657598
16	703	4	2.7612393
16	911	5	2.7281435
16	97	6	2.3672771
16	275	7	2.1815343
16	311	8	2.1768417
16	801	9	2.001376
16	188	10	1.6459973
17	972	1	3.3825505
17	605	2	2.675598
17	210	3	2.6462953
17	97	4	2.5637026
17	802	5	2.3531027
17	209	6	2.3333054
17	797	7	2.2279553
17	703	8	2.2106853
17	247	9	2.1846607
17	911	10	2.160931
18	373	1	3.2185462
18	839	2	3.1744785
18	911	3	2.773503
18	703	4	2.7357419
18	797	5	2.5899422
18	972	6	2.5236368
18	691	7	2.4673672
18	369	8	2.3802571
18	97	9	2.235695
18	950	10	1.9192204
19	461	1	4.0601864
19	524	2	3.9162066
19	227	3	3.4966393
19	926	4	3.4836636
19	797	5	3.4414997
19	703	6	3.1090817
19	373	7	2.796196
19	135	8	2.5644627
19	492	9	2.5392451
19	364	10	2.524198
20	524	1	4.2309775
20	373	2	4.0978107
20	972	3	3.3068466
20	703	4	3.292751
20	97	5	2.9714942
20	950	6	2.8832138
20	253	7	2.7815628
20	757	8	2.1476295
20	739	9	2.069322
20	77	10	1.9936547
21	703	1	2.9428463
21	636	2	2.7447147
21	911	3	2.2253618
21	188	4	2.1567218
21	209	5	2.0234206
21	484	6	1.8687226
21	932	7	1.7616527
21	247	8	1.7407662
21	482	9	1.5862398
21	743	10	1.3359277
22	276	1	3.4557781
22	972	2	2.7191205
22	679	3	2.6388302
22	950	4	2.6337705
22	797	5	2.5846996
22	911	6	2.4482098
22	703	7	2.2216353
22	636	8	2.1630757
22	709	9	2.0808573
22	77	10	1.9680768
23	197	1	3.0949042
23	703	2	2.7048244
23	77	3	2.4380498
23	515	4	2.1102567
23	142	5	1.9701092
23	419	6	1.896501
23	461	7	1.8871155
23	143	8	1.8565102
23	911	9	1.7338325
23	188	10	1.6924874
24	97	1	2.2681282
24	419	2	2.24399
24	188	3	1.9843206
24	911	4	1.7245023
24	182	5	1.6825569
24	705	6	1.6771572
24	252	7	1.6565392
24	932	8	1.47995
24	247	9	1.4479277
24	580	10	1.4038639
25	703	1	2.957017
25	275	2	2.8632226
25	827	3	2.7784219
25	311	4	2.7530406
25	29	5	2.4794886
25	276	6	2.374642
25	801	7	2.1462095
25	580	8	2.0875454
25	733	9	1.97805
25	932	10	1.9215467
26	742	1	3.4828138
26	227	2	3.4022055
26	449	3	3.207574
26	972	4	3.0723066
26	736	5	2.9516726
26	703	6	2.8748238
26	15	7	2.7191696
26	887	8	2.4473038
26	950	9	2.3850412
26	502	10	2.0843747
27	611	1	2.1363902
27	750	2	1.9525974
27	599	3	1.9484464
27	449	4	1.8773327
27	743	5	1.566027
27	482	6	1.514943
27	867	7	1.3974915
27	286	8	1.260365
27	306	9	1.2083914
27	515	10	1.1889738
28	901	1	3.894972
28	841	2	2.9965954
28	77	3	2.464214
28	97	4	2.4557757
28	374	5	2.2196262
28	15	6	2.068942
28	911	7	2.0437505
28	247	8	2.0424218
28	797	9	1.9804709
28	703	10	1.9040391
29	512	1	2.0456393
29	247	2	1.9561965
29	792	3	1.8499591
29	735	4	1.7091601
29	743	5	1.6420624
29	209	6	1.4984491
29	311	7	1.2869506
29	449	8	1.2112772
29	182	9	1.1830347
29	482	10	1.1554091
30	209	1	2.5315814
30	182	2	1.7598269
30	802	3	1.7469572
30	288	4	1.5483819
30	115	5	1.488905
30	252	6	1.4695015
30	482	7	1.4268521
30	988	8	1.3142003
30	376	9	1.2615447
30	932	10	1.2211205
31	515	1	3.214325
31	781	2	3.0287428
31	972	3	2.7693706
31	512	4	2.5403283
31	932	5	2.156917
31	97	6	2.0740445
31	709	7	2.0128639
31	911	8	1.8671285
31	182	9	1.8155062
31	950	10	1.8089725
32	505	1	3.3259668
32	703	2	3.0606837
32	247	3	2.6406581
32	972	4	2.507533
32	883	5	2.4569733
32	708	6	2.350089
32	97	7	2.0834503
32	743	8	2.0616348
32	77	9	2.0109158
32	482	10	1.9491351
33	752	1	3.8066368
33	439	2	3.6344433
33	227	3	3.4245152
33	572	4	3.3980434
33	653	5	3.3285134
33	385	6	3.2743611
33	276	7	3.1394973
33	926	8	3.1243613
33	973	9	2.9595902
33	839	10	2.9203684
34	651	1	4.512862
34	572	2	3.8933802
34	227	3	3.5174172
34	385	4	3.4821553
34	439	5	3.4186833
34	440	6	3.2951627
34	42	7	3.2638617
34	276	8	3.0342507
34	524	9	3.0123253
34	588	10	2.8888187
35	972	1	3.131773
35	637	2	2.9146981
35	97	3	2.6246338
35	797	4	2.4961386
35	623	5	2.3710287
35	911	6	2.0900865
35	703	7	1.8511996
35	247	8	1.7482393
35	188	9	1.7283075
35	115	10	1.7056534
36	533	1	3.0210495
36	649	2	2.1916175
36	188	3	2.1588469
36	743	4	2.0765586
36	911	5	1.9163661
36	97	6	1.7574153
36	15	7	1.6770362
36	651	8	1.4174457
36	488	9	1.2816387
36	444	10	1.172501
37	398	1	3.28455
37	703	2	3.104114
37	242	3	2.713663
37	577	4	2.572101
37	911	5	2.5703938
37	482	6	2.5290637
37	15	7	2.4896512
37	276	8	2.38842
37	928	9	2.3368263
37	296	10	2.281924
38	703	1	2.8064015
38	688	2	2.5622828
38	100	3	2.1946962
38	911	4	2.0283902
38	247	5	1.5506363
38	740	6	1.508995
38	209	7	1.5026207
38	482	8	1.4827735
38	535	9	1.4532778
38	744	10	1.4027607
39	220	1	5.5239477
39	874	2	5.143241
