user_id	item_id	rank	score
0	5	1	-1.5267204
0	312	2	-1.5346777
0	3	3	-1.5449831
0	36	4	-1.778717
0	233	5	-2.0417168
0	632	6	-2.678516
0	199	7	-2.7531767
0	490	8	-2.8849864
0	214	9	-3.0110736
0	944	10	-3.082882
1	88	1	-1.7840713
1	890	2	-2.8029842
1	944	3	-2.8631566
1	105	4	-3.185672
1	208	5	-3.2980342
1	231	6	-3.576087
1	198	7	-3.7049863
1	486	8	-3.7814617
1	882	9	-3.78517
1	180	10	-4.045376
2	141	1	-1.3146307
2	719	2	-1.7423723
2	948	3	-1.9608437
2	82	4	-2.3055778
2	387	5	-2.3581657
2	899	6	-2.4537363
2	346	7	-2.4726646
2	718	8	-2.7800372
2	957	9	-3.1100712
2	164	10	-3.179645
3	346	1	-1.8094239
3	430	2	-2.5744781
3	671	3	-2.7367892
3	540	4	-2.793494
3	167	5	-3.0017428
3	287	6	-3.1896114
3	882	7	-3.4096696
3	718	8	-3.5096118
3	408	9	-3.5555797
3	231	10	-3.5969875
4	948	1	-0.6807362
4	528	2	-0.68629694
4	985	3	-1.2378272
4	346	4	-1.2452967
4	542	5	-1.6497211
4	957	6	-1.933686
4	257	7	-2.000774
4	686	8	-2.3857243
4	961	9	-2.4193165
4	387	10	-2.5475316
5	141	1	-0.7160975
5	88	2	-0.8838563
5	184	3	-1.2376134
5	899	4	-1.6472125
5	208	5	-1.8018072
5	957	6	-2.0686731
5	346	7	-2.272089
5	624	8	-2.3204973
5	632	9	-2.4025536
5	677	10	-2.5031188
6	686	1	-0.51930064
6	101	2	-2.1044648
6	890	3	-2.2983966
6	607	4	-2.6602151
6	621	5	-2.743116
6	682	6	-2.811849
6	246	7	-2.8874454
6	954	8	-3.0073094
6	372	9	-3.1008193
6	90	10	-3.143381
7	38	1	-2.0497746
7	686	2	-2.1255052
7	377	3	-2.4022193
7	542	4	-2.4179711
7	671	5	-2.4560695
7	167	6	-2.5080094
7	486	7	-2.6676495
7	222	8	-2.758116
7	387	9	-2.8124886
7	608	10	-3.0203772
8	957	1	-2.0462961
8	718	2	-2.0661554
8	608	3	-2.5158668
8	947	4	-2.5175714
8	538	5	-2.628564
8	408	6	-2.8669844
8	485	7	-2.8735337
8	952	8	-2.8903184
8	677	9	-3.1883292
8	222	10	-3.2259014
9	952	1	-0.5899862
9	671	2	-1.6041472
9	980	3	-2.1134157
9	624	4	-2.1820564
9	985	5	-2.1994014
9	538	6	-2.290443
9	231	7	-2.4824433
9	408	8	-2.7820637
9	246	9	-3.0553246
9	954	10	-3.170411
10	542	1	-0.4192664
10	485	2	-1.7120075
10	184	3	-1.7764361
10	948	4	-1.8961194
10	632	5	-2.283641
10	38	6	-2.4532645
10	686	7	-2.6044397
